experiment,id,timestamp,activities,gt_context
casas,csh101,1343011637.0,Sleep,Sleeping
casas,csh101,1343011638.0,Sleep,Sleeping
casas,csh101,1343011642.0,Sleep,Sleeping
casas,csh101,1343011643.0,Sleep,Sleeping
casas,csh101,1343011644.0,Sleep,Sleeping
casas,csh101,1343011646.0,Sleep,Sleeping
casas,csh101,1343011648.0,Sleep,Sleeping
casas,csh101,1343011650.0,Sleep,Sleeping
casas,csh101,1343011655.0,Sleep,Sleeping
casas,csh101,1343011657.0,Sleep,Sleeping
casas,csh101,1343011659.0,Sleep,Sleeping
casas,csh101,1343011660.0,Sleep,Sleeping
casas,csh101,1343011661.0,Sleep,Sleeping
casas,csh101,1343011662.0,Sleep,Sleeping
casas,csh101,1343011663.0,Sleep,Sleeping
casas,csh101,1343011664.0,Sleep,Sleeping
casas,csh101,1343011670.0,Sleep,Sleeping
casas,csh101,1343011672.0,Sleep,Sleeping
casas,csh101,1343011679.0,Sleep,Sleeping
casas,csh101,1343011682.0,Sleep,Sleeping
casas,csh101,1343011684.0,Sleep,Sleeping
casas,csh101,1343013060.0,Sleep,Sleeping
casas,csh101,1343013716.0,Sleep,Sleeping
casas,csh101,1343013768.0,Sleep,Sleeping
casas,csh101,1343013976.0,Sleep,Sleeping
casas,csh101,1343014028.0,Sleep,Sleeping
casas,csh101,1343014075.0,Sleep,Sleeping
casas,csh101,1343014184.0,Sleep,Sleeping
casas,csh101,1343014236.0,Sleep,Sleeping
casas,csh101,1343014445.0,Sleep,Sleeping
casas,csh101,1343014965.0,Sleep,Sleeping
casas,csh101,1343015017.0,Sleep,Sleeping
casas,csh101,1343015478.0,Sleep,Sleeping
casas,csh101,1343015479.0,Sleep,Sleeping
casas,csh101,1343018035.0,Sleep,Sleeping
casas,csh101,1343018660.0,Sleep,Sleeping
casas,csh101,1343019128.0,Sleep,Sleeping
casas,csh101,1343019437.0,Sleep,Sleeping
casas,csh101,1343019438.0,Sleep,Sleeping
casas,csh101,1343023556.0,Sleep,Sleeping
casas,csh101,1343023617.0,Sleep,Sleeping
casas,csh101,1343023632.0,Sleep,Sleeping
casas,csh101,1343023818.0,Sleep,Sleeping
casas,csh101,1343023829.0,Sleep,Sleeping
casas,csh101,1343024156.0,Sleep,Sleeping
casas,csh101,1343024217.0,Sleep,Sleeping
casas,csh101,1343024232.0,Sleep,Sleeping
casas,csh101,1343024418.0,Sleep,Sleeping
casas,csh101,1343024418.0,Sleep,Sleeping
casas,csh101,1343024429.0,Sleep,Sleeping
casas,csh101,1343025018.0,Sleep,Sleeping
casas,csh101,1343025417.0,Sleep,Sleeping
casas,csh101,1343025617.0,Sleep,Sleeping
casas,csh101,1343025937.0,Sleep,Sleeping
casas,csh101,1343025956.0,Sleep,Sleeping
casas,csh101,1343026017.0,Sleep,Sleeping
casas,csh101,1343026032.0,Sleep,Sleeping
casas,csh101,1343026192.0,Sleep,Sleeping
casas,csh101,1343026192.0,Sleep,Sleeping
casas,csh101,1343026217.0,Sleep,Sleeping
casas,csh101,1343026218.0,Sleep,Sleeping
casas,csh101,1343026224.0,Sleep,Sleeping
casas,csh101,1343026229.0,Sleep,Sleeping
casas,csh101,1343026236.0,Sleep,Sleeping
casas,csh101,1343026537.0,Sleep,Sleeping
casas,csh101,1343026556.0,Sleep,Sleeping
casas,csh101,1343026617.0,Sleep,Sleeping
casas,csh101,1343026632.0,Sleep,Sleeping
casas,csh101,1343026792.0,Sleep,Sleeping
casas,csh101,1343026792.0,Sleep,Sleeping
casas,csh101,1343026817.0,Sleep,Sleeping
casas,csh101,1343026818.0,Sleep,Sleeping
casas,csh101,1343026829.0,Sleep,Sleeping
casas,csh101,1343027156.0,Sleep,Sleeping
casas,csh101,1343027392.0,Sleep,Sleeping
casas,csh101,1343027417.0,Sleep,Sleeping
casas,csh101,1343027417.0,Sleep,Sleeping
casas,csh101,1343027429.0,Sleep,Sleeping
casas,csh101,1343027737.0,Sleep,Sleeping
casas,csh101,1343027756.0,Sleep,Sleeping
casas,csh101,1343027817.0,Sleep,Sleeping
casas,csh101,1343027832.0,Sleep,Sleeping
casas,csh101,1343027992.0,Sleep,Sleeping
casas,csh101,1343027992.0,Sleep,Sleeping
casas,csh101,1343028017.0,Sleep,
casas,csh101,1343028017.0,Sleep,
casas,csh101,1343028028.0,Sleep,
casas,csh101,1343028028.0,Sleep,
casas,csh101,1343028029.0,Sleep,
casas,csh101,1343028029.0,Sleep,
casas,csh101,1343028029.0,Other_Activity,
casas,csh101,1343028029.0,Sleep,
casas,csh101,1343028033.0,Sleep,
casas,csh101,1343028592.0,Other_Activity,
casas,csh101,1343028937.0,Other_Activity,
casas,csh101,1343028956.0,Other_Activity,
casas,csh101,1343029017.0,Other_Activity,
casas,csh101,1343029191.0,Other_Activity,
casas,csh101,1343029192.0,Other_Activity,
casas,csh101,1343029217.0,Other_Activity,
casas,csh101,1343029217.0,Other_Activity,
casas,csh101,1343029227.0,Other_Activity,
casas,csh101,1343029229.0,Other_Activity,
casas,csh101,1343029556.0,Other_Activity,
casas,csh101,1343029817.0,Other_Activity,
casas,csh101,1343029817.0,Other_Activity,
casas,csh101,1343029827.0,Other_Activity,
casas,csh101,1343029829.0,Other_Activity,
casas,csh101,1343030136.0,Other_Activity,
casas,csh101,1343030155.0,Other_Activity,
casas,csh101,1343030217.0,Other_Activity,
casas,csh101,1343030391.0,Other_Activity,
casas,csh101,1343030392.0,Other_Activity,
casas,csh101,1343030417.0,Other_Activity,
casas,csh101,1343030417.0,Other_Activity,
casas,csh101,1343030423.0,Other_Activity,
casas,csh101,1343030427.0,Other_Activity,
casas,csh101,1343030429.0,Other_Activity,
casas,csh101,1343030436.0,Other_Activity,
casas,csh101,1343030537.0,Sleep,
casas,csh101,1343030541.0,Sleep,
casas,csh101,1343030736.0,Other_Activity,
casas,csh101,1343030755.0,Other_Activity,
casas,csh101,1343030817.0,Other_Activity,
casas,csh101,1343030991.0,Other_Activity,
casas,csh101,1343030991.0,Other_Activity,
casas,csh101,1343030992.0,Other_Activity,
casas,csh101,1343031017.0,Other_Activity,
casas,csh101,1343031017.0,Other_Activity,
casas,csh101,1343031023.0,Other_Activity,
casas,csh101,1343031028.0,Other_Activity,
casas,csh101,1343031036.0,Other_Activity,
casas,csh101,1343031132.0,Other_Activity,
casas,csh101,1343031578.0,Other_Activity,
casas,csh101,1343031591.0,Other_Activity,
casas,csh101,1343031592.0,Other_Activity,
casas,csh101,1343031617.0,Other_Activity,
casas,csh101,1343031617.0,Other_Activity,
casas,csh101,1343031623.0,Other_Activity,
casas,csh101,1343031628.0,Other_Activity,
casas,csh101,1343031636.0,Other_Activity,
casas,csh101,1343031731.0,Other_Activity,
casas,csh101,1343031747.0,Other_Activity,
casas,csh101,1343031749.0,Other_Activity,
casas,csh101,1343031749.0,Other_Activity,
casas,csh101,1343031750.0,Other_Activity,
casas,csh101,1343031751.0,Other_Activity,
casas,csh101,1343031753.0,Other_Activity,
casas,csh101,1343031755.0,Other_Activity,
casas,csh101,1343031756.0,Other_Activity,
casas,csh101,1343031756.0,Other_Activity,
casas,csh101,1343031758.0,Other_Activity,
casas,csh101,1343031758.0,Other_Activity,
casas,csh101,1343031759.0,Other_Activity,
casas,csh101,1343031760.0,Other_Activity,
casas,csh101,1343031762.0,Other_Activity,
casas,csh101,1343031764.0,Other_Activity,
casas,csh101,1343031764.0,Other_Activity,
casas,csh101,1343031767.0,Other_Activity,
casas,csh101,1343031770.0,Other_Activity,
casas,csh101,1343031774.0,Other_Activity,
casas,csh101,1343031776.0,Other_Activity,
casas,csh101,1343031776.0,Other_Activity,
casas,csh101,1343031777.0,Other_Activity,
casas,csh101,1343031778.0,Other_Activity,
casas,csh101,1343031817.0,Other_Activity,
casas,csh101,1343031820.0,Other_Activity,
casas,csh101,1343031824.0,Other_Activity,
casas,csh101,1343031825.0,Other_Activity,
casas,csh101,1343031830.0,Other_Activity,
casas,csh101,1343031831.0,Other_Activity,
casas,csh101,1343031832.0,Other_Activity,
casas,csh101,1343031833.0,Other_Activity,
casas,csh101,1343031850.0,Other_Activity,
casas,csh101,1343031851.0,Other_Activity,
casas,csh101,1343031851.0,Other_Activity,
casas,csh101,1343031852.0,Other_Activity,
casas,csh101,1343031857.0,Other_Activity,
casas,csh101,1343031858.0,Other_Activity,
casas,csh101,1343031858.0,Other_Activity,
casas,csh101,1343031858.0,Other_Activity,
casas,csh101,1343031859.0,Other_Activity,
casas,csh101,1343031860.0,Other_Activity,
casas,csh101,1343031860.0,Other_Activity,
casas,csh101,1343031860.0,Other_Activity,
casas,csh101,1343031861.0,Other_Activity,
casas,csh101,1343031861.0,Other_Activity,
casas,csh101,1343031862.0,Other_Activity,
casas,csh101,1343031862.0,Other_Activity,
casas,csh101,1343031862.0,Other_Activity,
casas,csh101,1343031865.0,Other_Activity,
casas,csh101,1343031870.0,Other_Activity,
casas,csh101,1343031870.0,Other_Activity,
casas,csh101,1343031872.0,Other_Activity,
casas,csh101,1343031872.0,Other_Activity,
casas,csh101,1343031873.0,Other_Activity,
casas,csh101,1343031874.0,Other_Activity,
casas,csh101,1343031874.0,Other_Activity,
casas,csh101,1343031875.0,Personal_Hygiene,
casas,csh101,1343031879.0,Other_Activity,
casas,csh101,1343031884.0,Other_Activity,
casas,csh101,1343031884.0,Personal_Hygiene,
casas,csh101,1343031888.0,Other_Activity,
casas,csh101,1343031888.0,Personal_Hygiene,
casas,csh101,1343031892.0,Personal_Hygiene,
casas,csh101,1343031893.0,Personal_Hygiene,
casas,csh101,1343031894.0,Personal_Hygiene,
casas,csh101,1343031983.0,Personal_Hygiene,
casas,csh101,1343031984.0,Personal_Hygiene,
casas,csh101,1343031984.0,Personal_Hygiene,
casas,csh101,1343031986.0,Personal_Hygiene,
casas,csh101,1343032003.0,Personal_Hygiene,
casas,csh101,1343032004.0,Personal_Hygiene,
casas,csh101,1343032005.0,Personal_Hygiene,
casas,csh101,1343032006.0,Personal_Hygiene,
casas,csh101,1343032007.0,Personal_Hygiene,
casas,csh101,1343032008.0,Personal_Hygiene,
casas,csh101,1343032019.0,Personal_Hygiene,
casas,csh101,1343032022.0,Personal_Hygiene,
casas,csh101,1343032035.0,Personal_Hygiene,
casas,csh101,1343032037.0,Personal_Hygiene,
casas,csh101,1343032044.0,Personal_Hygiene,
casas,csh101,1343032048.0,Personal_Hygiene,
casas,csh101,1343032055.0,Personal_Hygiene,
casas,csh101,1343032056.0,Personal_Hygiene,
casas,csh101,1343032057.0,Personal_Hygiene,
casas,csh101,1343032059.0,Personal_Hygiene,
casas,csh101,1343032061.0,Personal_Hygiene,
casas,csh101,1343032062.0,Personal_Hygiene,
casas,csh101,1343032073.0,Personal_Hygiene,
casas,csh101,1343032074.0,Personal_Hygiene,
casas,csh101,1343032074.0,Personal_Hygiene,
casas,csh101,1343032076.0,Personal_Hygiene,
casas,csh101,1343032077.0,Personal_Hygiene,
casas,csh101,1343032078.0,Personal_Hygiene,
casas,csh101,1343032087.0,Personal_Hygiene,
casas,csh101,1343032089.0,Personal_Hygiene,
casas,csh101,1343032094.0,Personal_Hygiene,
casas,csh101,1343032095.0,Personal_Hygiene,
casas,csh101,1343032103.0,Personal_Hygiene,
casas,csh101,1343032104.0,Personal_Hygiene,
casas,csh101,1343032106.0,Personal_Hygiene,
casas,csh101,1343032114.0,Personal_Hygiene,
casas,csh101,1343032118.0,Other_Activity,
casas,csh101,1343032118.0,Other_Activity,
casas,csh101,1343032121.0,Other_Activity,
casas,csh101,1343032121.0,Other_Activity,
casas,csh101,1343032123.0,Other_Activity,
casas,csh101,1343032123.0,Other_Activity,
casas,csh101,1343032123.0,Other_Activity,
casas,csh101,1343032124.0,Other_Activity,
casas,csh101,1343032127.0,Other_Activity,
casas,csh101,1343032128.0,Other_Activity,
casas,csh101,1343032132.0,Other_Activity,
casas,csh101,1343032132.0,Other_Activity,
casas,csh101,1343032136.0,Other_Activity,
casas,csh101,1343032137.0,Other_Activity,
casas,csh101,1343032142.0,Other_Activity,
casas,csh101,1343032143.0,Other_Activity,
casas,csh101,1343032143.0,Other_Activity,
casas,csh101,1343032146.0,Other_Activity,
casas,csh101,1343032146.0,Other_Activity,
casas,csh101,1343032146.0,Other_Activity,
casas,csh101,1343032146.0,Other_Activity,
casas,csh101,1343032151.0,Other_Activity,
casas,csh101,1343032153.0,Other_Activity,
casas,csh101,1343032153.0,Other_Activity,
casas,csh101,1343032159.0,Other_Activity,
casas,csh101,1343032159.0,Other_Activity,
casas,csh101,1343032160.0,Other_Activity,
casas,csh101,1343032161.0,Other_Activity,
casas,csh101,1343032162.0,Other_Activity,
casas,csh101,1343032169.0,Other_Activity,
casas,csh101,1343032172.0,Other_Activity,
casas,csh101,1343032173.0,Other_Activity,
casas,csh101,1343032174.0,Other_Activity,
casas,csh101,1343032177.0,Other_Activity,
casas,csh101,1343032179.0,Other_Activity,
casas,csh101,1343032179.0,Other_Activity,
casas,csh101,1343032180.0,Other_Activity,
casas,csh101,1343032181.0,Other_Activity,
casas,csh101,1343032184.0,Other_Activity,
casas,csh101,1343032184.0,Other_Activity,
casas,csh101,1343032184.0,Other_Activity,
casas,csh101,1343032191.0,Other_Activity,
casas,csh101,1343032192.0,Other_Activity,
casas,csh101,1343032192.0,Other_Activity,
casas,csh101,1343032194.0,Other_Activity,
casas,csh101,1343032195.0,Other_Activity,
casas,csh101,1343032196.0,Other_Activity,
casas,csh101,1343032200.0,Other_Activity,
casas,csh101,1343032205.0,Other_Activity,
casas,csh101,1343032205.0,Other_Activity,
casas,csh101,1343032206.0,Other_Activity,
casas,csh101,1343032206.0,Morning_Meds,
casas,csh101,1343032206.0,Other_Activity,
casas,csh101,1343032207.0,Other_Activity,
casas,csh101,1343032207.0,Morning_Meds,
casas,csh101,1343032212.0,Morning_Meds,
casas,csh101,1343032212.0,Morning_Meds,
casas,csh101,1343032212.0,Morning_Meds,
casas,csh101,1343032215.0,Morning_Meds,
casas,csh101,1343032216.0,Morning_Meds,
casas,csh101,1343032216.0,Morning_Meds,
casas,csh101,1343032216.0,Morning_Meds,
casas,csh101,1343032216.0,Morning_Meds,
casas,csh101,1343032217.0,Morning_Meds,
casas,csh101,1343032217.0,Morning_Meds,
casas,csh101,1343032217.0,Morning_Meds,
casas,csh101,1343032218.0,Morning_Meds,
casas,csh101,1343032223.0,Morning_Meds,
casas,csh101,1343032223.0,Morning_Meds,
casas,csh101,1343032225.0,Morning_Meds,
casas,csh101,1343032226.0,Morning_Meds,
casas,csh101,1343032226.0,Morning_Meds,
casas,csh101,1343032226.0,Morning_Meds,
casas,csh101,1343032228.0,Morning_Meds,
casas,csh101,1343032228.0,Morning_Meds,
casas,csh101,1343032229.0,Morning_Meds,
casas,csh101,1343032230.0,Morning_Meds,
casas,csh101,1343032230.0,Morning_Meds,
casas,csh101,1343032234.0,Morning_Meds,
casas,csh101,1343032234.0,Morning_Meds,
casas,csh101,1343032235.0,Morning_Meds,
casas,csh101,1343032237.0,Morning_Meds,
casas,csh101,1343032239.0,Morning_Meds,
casas,csh101,1343032240.0,Morning_Meds,
casas,csh101,1343032240.0,Morning_Meds,
casas,csh101,1343032241.0,Morning_Meds,
casas,csh101,1343032242.0,Morning_Meds,
casas,csh101,1343032244.0,Morning_Meds,
casas,csh101,1343032244.0,Morning_Meds,
casas,csh101,1343032245.0,Morning_Meds,
casas,csh101,1343032246.0,Morning_Meds,
casas,csh101,1343032247.0,Morning_Meds,
casas,csh101,1343032249.0,Morning_Meds,
casas,csh101,1343032249.0,Morning_Meds,
casas,csh101,1343032279.0,Morning_Meds,
casas,csh101,1343032279.0,Morning_Meds,
casas,csh101,1343032280.0,Morning_Meds,
casas,csh101,1343032280.0,Morning_Meds,
casas,csh101,1343032283.0,Morning_Meds,
casas,csh101,1343032283.0,Morning_Meds,
casas,csh101,1343032284.0,Morning_Meds,
casas,csh101,1343032286.0,Morning_Meds,
casas,csh101,1343032286.0,Morning_Meds,
casas,csh101,1343032286.0,Morning_Meds,
casas,csh101,1343032286.0,Morning_Meds,
casas,csh101,1343032291.0,Morning_Meds,
casas,csh101,1343032292.0,Morning_Meds,
casas,csh101,1343032292.0,Morning_Meds,
casas,csh101,1343032292.0,Other_Activity,
casas,csh101,1343032292.0,Other_Activity,
casas,csh101,1343032293.0,Other_Activity,
casas,csh101,1343032294.0,Other_Activity,
casas,csh101,1343032294.0,Other_Activity,
casas,csh101,1343032295.0,Other_Activity,
casas,csh101,1343032303.0,Watch_TV,
casas,csh101,1343032304.0,Watch_TV,
casas,csh101,1343032305.0,Watch_TV,
casas,csh101,1343032305.0,Watch_TV,
casas,csh101,1343032305.0,Watch_TV,
casas,csh101,1343032305.0,Watch_TV,
casas,csh101,1343032307.0,Watch_TV,
casas,csh101,1343032312.0,Watch_TV,
casas,csh101,1343032313.0,Watch_TV,
casas,csh101,1343032323.0,Watch_TV,
casas,csh101,1343032323.0,Watch_TV,
casas,csh101,1343032324.0,Watch_TV,
casas,csh101,1343032329.0,Watch_TV,
casas,csh101,1343032329.0,Watch_TV,
casas,csh101,1343032330.0,Watch_TV,
casas,csh101,1343032339.0,Watch_TV,
casas,csh101,1343032339.0,Watch_TV,
casas,csh101,1343032340.0,Watch_TV,
casas,csh101,1343032432.0,Watch_TV,
casas,csh101,1343032432.0,Watch_TV,
casas,csh101,1343032433.0,Watch_TV,
casas,csh101,1343032438.0,Watch_TV,
casas,csh101,1343032439.0,Watch_TV,
casas,csh101,1343032455.0,Watch_TV,
casas,csh101,1343032456.0,Watch_TV,
casas,csh101,1343032465.0,Watch_TV,
casas,csh101,1343032468.0,Watch_TV,
casas,csh101,1343032469.0,Watch_TV,
casas,csh101,1343032478.0,Watch_TV,
casas,csh101,1343032479.0,Watch_TV,
casas,csh101,1343032542.0,Watch_TV,
casas,csh101,1343032542.0,Watch_TV,
casas,csh101,1343032544.0,Watch_TV,
casas,csh101,1343032565.0,Watch_TV,
casas,csh101,1343032566.0,Watch_TV,
casas,csh101,1343032567.0,Watch_TV,
casas,csh101,1343032569.0,Watch_TV,
casas,csh101,1343032583.0,Watch_TV,
casas,csh101,1343032584.0,Watch_TV,
casas,csh101,1343032658.0,Watch_TV,
casas,csh101,1343032659.0,Watch_TV,
casas,csh101,1343032662.0,Watch_TV,
casas,csh101,1343032664.0,Watch_TV,
casas,csh101,1343032717.0,Watch_TV,
casas,csh101,1343032718.0,Watch_TV,
casas,csh101,1343032720.0,Watch_TV,
casas,csh101,1343032721.0,Watch_TV,
casas,csh101,1343032732.0,Watch_TV,
casas,csh101,1343032733.0,Watch_TV,
casas,csh101,1343032746.0,Watch_TV,
casas,csh101,1343032763.0,Watch_TV,
casas,csh101,1343032767.0,Watch_TV,
casas,csh101,1343032768.0,Watch_TV,
casas,csh101,1343032772.0,Watch_TV,
casas,csh101,1343032839.0,Watch_TV,
casas,csh101,1343032840.0,Watch_TV,
casas,csh101,1343032880.0,Watch_TV,
casas,csh101,1343032881.0,Watch_TV,
casas,csh101,1343032882.0,Watch_TV,
casas,csh101,1343032883.0,Watch_TV,
casas,csh101,1343032903.0,Watch_TV,
casas,csh101,1343032956.0,Watch_TV,
casas,csh101,1343032956.0,Watch_TV,
casas,csh101,1343032957.0,Watch_TV,
casas,csh101,1343032957.0,Watch_TV,
casas,csh101,1343032959.0,Watch_TV,
casas,csh101,1343032959.0,Watch_TV,
casas,csh101,1343032960.0,Watch_TV,
casas,csh101,1343032986.0,Watch_TV,
casas,csh101,1343032988.0,Watch_TV,
casas,csh101,1343033065.0,Watch_TV,
casas,csh101,1343033159.0,Watch_TV,
casas,csh101,1343033159.0,Watch_TV,
casas,csh101,1343033160.0,Watch_TV,
casas,csh101,1343033167.0,Watch_TV,
casas,csh101,1343033168.0,Watch_TV,
casas,csh101,1343033189.0,Watch_TV,
casas,csh101,1343033191.0,Watch_TV,
casas,csh101,1343033196.0,Watch_TV,
casas,csh101,1343033197.0,Watch_TV,
casas,csh101,1343033309.0,Watch_TV,
casas,csh101,1343033314.0,Watch_TV,
